instance_folder,instance_id,method,nr_samples,obj,obj_pi,rel_regret,time_limit_SAA,time_limit_pi,feasibility,feasibility_pi,real_durations,start_times,time_offline,time_online
ubo100,1,proactive,10,inf,inf,0.0,600,60.0,False,False,"[0, 7, 10, 7, 6, 6, 11, 3, 6, 10, 6, 8, 4, 3, 6, 4, 8, 5, 7, 6, 5, 6, 1, 9, 8, 7, 3, 1, 4, 5, 1, 9, 5, 10, 9, 11, 6, 1, 5, 1, 1, 9, 8, 9, 5, 1, 5, 1, 1, 3, 7, 6, 1, 10, 1, 2, 1, 5, 7, 6, 2, 6, 4, 1, 1, 5, 4, 4, 3, 10, 3, 6, 6, 1, 5, 5, 1, 7, 2, 1, 3, 6, 3, 2, 12, 8, 5, 2, 1, 7, 8, 5, 4, 8, 11, 5, 6, 1, 5, 1, 2, 0]",,0.4089169502258301,0.0
ubo100,2,proactive,10,inf,inf,0.0,600,60.0,False,False,"[0, 6, 5, 9, 1, 8, 2, 2, 7, 4, 6, 6, 3, 4, 5, 2, 9, 7, 8, 6, 6, 1, 9, 4, 12, 3, 3, 2, 5, 8, 1, 4, 1, 5, 1, 9, 11, 10, 5, 1, 5, 6, 5, 2, 1, 4, 6, 2, 3, 1, 7, 2, 1, 2, 7, 6, 9, 8, 1, 9, 3, 5, 5, 10, 9, 1, 1, 6, 9, 5, 2, 3, 2, 10, 1, 9, 11, 2, 1, 3, 11, 7, 6, 2, 9, 2, 1, 3, 1, 2, 2, 9, 10, 8, 6, 6, 5, 3, 5, 10, 8, 0]",,0.3921687602996826,0.0
ubo100,3,proactive,10,inf,inf,0.0,600,60.0,False,False,"[0, 1, 6, 2, 5, 5, 4, 7, 8, 1, 2, 2, 5, 6, 4, 1, 2, 1, 1, 1, 5, 6, 11, 7, 2, 8, 1, 5, 6, 4, 9, 1, 1, 8, 2, 4, 6, 2, 1, 8, 5, 7, 8, 2, 1, 1, 8, 1, 6, 3, 3, 2, 2, 11, 1, 9, 2, 5, 1, 1, 1, 6, 5, 7, 11, 2, 1, 8, 8, 7, 6, 5, 4, 7, 8, 9, 1, 1, 6, 8, 12, 1, 5, 3, 1, 6, 4, 9, 1, 1, 1, 8, 1, 11, 5, 8, 10, 1, 6, 7, 1, 0]",,0.39901113510131836,0.0
ubo100,4,proactive,10,473.0,363.0,30.303030303030305,600,,True,True,"[0, 5, 1, 7, 4, 7, 7, 2, 7, 8, 1, 1, 8, 7, 3, 6, 6, 4, 6, 2, 12, 2, 5, 11, 6, 7, 8, 1, 7, 5, 9, 1, 1, 2, 1, 10, 4, 4, 1, 2, 8, 2, 7, 2, 1, 6, 1, 4, 5, 1, 1, 2, 3, 8, 6, 11, 5, 4, 10, 10, 10, 3, 5, 2, 6, 5, 4, 1, 3, 11, 8, 1, 3, 5, 2, 11, 7, 6, 11, 7, 5, 2, 8, 7, 4, 1, 1, 1, 1, 3, 6, 6, 5, 1, 6, 1, 4, 1, 7, 1, 1, 0]","[0, 7, 86, 0, 29, 123, 7, 7, 304, 400, 48, 48, 77, 422, 16, 114, 88, 154, 86, 139, 186, 135, 280, 223, 326, 168, 234, 153, 120, 21, 159, 458, 249, 337, 290, 251, 251, 114, 137, 274, 368, 159, 57, 142, 138, 288, 132, 214, 218, 251, 256, 223, 57, 37, 160, 97, 198, 315, 463, 315, 410, 445, 304, 109, 177, 51, 361, 245, 144, 434, 67, 354, 434, 299, 64, 342, 377, 205, 388, 234, 148, 245, 123, 263, 337, 451, 15, 133, 183, 354, 274, 437, 400, 459, 410, 132, 169, 470, 451, 461, 67, 472]",600.2659831047058,0.0018281936645507812
ubo100,5,proactive,10,inf,336.0,100.0,600,60.0,False,True,"[0, 8, 5, 3, 1, 1, 6, 8, 8, 1, 4, 1, 2, 10, 1, 1, 8, 7, 8, 5, 2, 8, 5, 8, 1, 1, 1, 7, 4, 4, 6, 8, 5, 1, 4, 10, 1, 6, 6, 1, 1, 2, 10, 2, 1, 5, 7, 2, 2, 5, 2, 4, 10, 1, 4, 3, 1, 4, 6, 8, 5, 10, 5, 2, 1, 5, 3, 8, 9, 10, 9, 2, 2, 9, 6, 8, 6, 1, 7, 2, 3, 11, 6, 1, 4, 3, 1, 8, 4, 3, 5, 6, 12, 10, 6, 6, 5, 2, 7, 7, 1, 0]",,0.4027976989746094,0.0
ubo100,6,proactive,10,inf,inf,0.0,600,60.0,False,False,"[0, 2, 1, 7, 4, 7, 12, 1, 3, 8, 2, 3, 9, 6, 2, 3, 8, 2, 8, 7, 1, 7, 11, 8, 3, 2, 1, 3, 1, 2, 2, 3, 5, 4, 2, 5, 10, 7, 1, 9, 7, 5, 1, 2, 7, 2, 4, 2, 1, 6, 3, 8, 4, 2, 2, 1, 1, 5, 8, 6, 1, 8, 5, 3, 2, 2, 4, 7, 2, 2, 2, 1, 2, 4, 11, 2, 1, 5, 4, 7, 1, 1, 8, 2, 6, 5, 2, 4, 3, 4, 6, 3, 11, 1, 1, 3, 1, 4, 6, 6, 1, 0]",,0.2932910919189453,0.0
ubo100,7,proactive,10,inf,357.0,100.0,600,,False,True,"[0, 8, 6, 1, 2, 5, 4, 1, 3, 3, 1, 1, 9, 2, 7, 3, 7, 8, 4, 2, 6, 7, 6, 2, 6, 8, 1, 2, 3, 7, 4, 4, 9, 5, 2, 6, 7, 12, 7, 5, 7, 3, 4, 5, 5, 3, 4, 6, 1, 1, 2, 2, 6, 4, 3, 7, 1, 1, 1, 6, 6, 4, 4, 2, 2, 4, 5, 11, 7, 2, 2, 6, 6, 4, 2, 5, 5, 6, 6, 11, 1, 2, 3, 1, 2, 1, 7, 1, 6, 7, 3, 7, 8, 1, 4, 2, 2, 5, 5, 12, 6, 0]","[0, 1, 72, 13, 127, 0, 12, 117, 169, 228, 404, 433, 101, 14, 310, 82, 451, 182, 337, 27, 343, 138, 16, 369, 302, 192, 39, 107, 359, 264, 428, 271, 30, 87, 153, 118, 94, 72, 362, 386, 45, 210, 109, 407, 434, 393, 295, 85, 191, 193, 216, 337, 310, 317, 421, 233, 28, 130, 420, 112, 200, 277, 371, 322, 207, 257, 58, 245, 174, 271, 331, 284, 79, 226, 10, 378, 264, 393, 353, 149, 160, 351, 319, 0, 105, 190, 221, 56, 39, 160, 221, 127, 325, 182, 66, 449, 406, 441, 413, 451, 398, 461]",600.379557132721,0.0017540454864501953
ubo100,8,proactive,10,451.0,346.0,30.346820809248555,600,,True,True,"[0, 10, 9, 5, 2, 3, 8, 2, 6, 1, 1, 1, 1, 2, 2, 8, 2, 6, 1, 4, 1, 2, 6, 6, 5, 12, 3, 3, 5, 3, 10, 8, 7, 1, 1, 10, 3, 4, 1, 5, 1, 9, 5, 7, 1, 1, 3, 5, 6, 7, 1, 1, 6, 2, 6, 1, 1, 6, 4, 1, 9, 2, 2, 6, 1, 6, 6, 3, 1, 4, 4, 3, 3, 8, 4, 1, 7, 8, 6, 12, 9, 6, 6, 6, 7, 3, 2, 12, 8, 3, 6, 3, 3, 2, 10, 9, 5, 4, 6, 1, 4, 0]","[0, 37, 59, 6, 2, 53, 236, 0, 6, 148, 358, 236, 308, 81, 84, 209, 411, 100, 58, 403, 168, 78, 160, 86, 20, 284, 53, 157, 50, 20, 284, 430, 268, 125, 402, 217, 128, 416, 16, 29, 341, 171, 86, 189, 78, 49, 352, 370, 277, 197, 165, 5, 377, 352, 228, 126, 69, 71, 238, 183, 438, 17, 131, 119, 15, 335, 275, 160, 108, 92, 126, 249, 363, 385, 197, 359, 127, 359, 326, 249, 421, 308, 393, 183, 315, 261, 149, 296, 421, 244, 342, 154, 50, 323, 136, 110, 433, 423, 315, 371, 447, 451]",600.3901078701019,0.0017290115356445312
ubo100,9,proactive,10,inf,354.0,100.0,600,60.0,False,True,"[0, 7, 2, 5, 1, 2, 2, 5, 4, 12, 1, 4, 12, 11, 3, 2, 1, 6, 8, 8, 2, 8, 10, 7, 6, 6, 5, 1, 2, 2, 6, 11, 11, 1, 2, 9, 5, 1, 1, 3, 11, 4, 3, 1, 6, 4, 6, 1, 4, 3, 5, 2, 3, 5, 5, 1, 1, 11, 7, 1, 1, 6, 3, 2, 2, 3, 9, 5, 2, 11, 6, 6, 12, 8, 12, 10, 2, 7, 4, 3, 1, 4, 3, 1, 6, 1, 4, 7, 1, 3, 6, 1, 5, 2, 4, 1, 11, 8, 1, 7, 12, 0]",,600.3099901676178,0.0
ubo100,10,proactive,10,inf,405.0,100.0,600,,False,True,"[0, 6, 7, 2, 1, 2, 5, 11, 4, 6, 6, 12, 8, 7, 5, 4, 7, 1, 4, 1, 3, 10, 6, 5, 3, 5, 8, 8, 3, 7, 4, 6, 2, 5, 1, 8, 6, 5, 1, 6, 12, 10, 8, 6, 6, 1, 5, 1, 1, 9, 5, 12, 6, 12, 2, 5, 9, 3, 9, 5, 5, 1, 2, 4, 3, 12, 9, 3, 6, 5, 1, 7, 2, 6, 2, 11, 8, 1, 2, 5, 4, 7, 2, 5, 4, 3, 4, 2, 5, 3, 8, 3, 2, 5, 5, 1, 8, 8, 3, 2, 4, 0]","[0, 84, 231, 506, 0, 0, 362, 156, 84, 427, 268, 343, 15, 481, 26, 116, 216, 453, 355, 540, 153, 331, 447, 394, 228, 417, 544, 231, 195, 455, 475, 508, 188, 287, 319, 322, 193, 98, 143, 146, 462, 43, 274, 162, 462, 81, 286, 145, 226, 382, 55, 494, 204, 3, 185, 167, 295, 63, 107, 307, 124, 316, 528, 266, 371, 259, 124, 446, 188, 474, 286, 243, 69, 425, 257, 175, 405, 187, 369, 369, 517, 32, 140, 133, 93, 378, 262, 136, 523, 254, 437, 197, 492, 75, 274, 292, 517, 528, 541, 433, 537, 553]",600.4087679386139,0.001847982406616211
