,Activity,Product,Resource,Request moment,Start,Finish
50,7_4,7,Filters A,117,171,204
51,7_3,7,Filters A,117,164,205
52,5_5,5,Stabilization tanks,119,119,208
53,9_14,9,Harvesting tanks B,81,171,208
54,6_4,6,Buffer tanks,114,138,209
55,2_10,2,Microfilter,131,178,211
56,6_3,6,Microfilter,116,144,213
57,3_0,3,Fermenter_3,0,102,221
58,9_21,9,Buffer tanks,124,201,221
59,3_3,3,Filters A,134,196,222
60,7_6,7,Buffer tanks,117,169,225
61,7_9,7,Microfilter,131,200,225
62,7_5,7,Microfilter,119,173,227
63,8_6,8,Filters A,169,205,228
64,3_4,3,Filters A,134,204,230
65,9_22,9,Stabilization tanks,138,138,233
66,2_9,2,Buffer tanks,131,209,233
67,2_5,2,Harvesting tanks B,108,196,235
68,9_11,9,Stabilization tanks,138,138,237
69,7_11,7,Microfilter,131,211,238
70,2_13,2,Buffer tanks,130,202,239
71,0_5,0,Microfilter,132,213,242
72,8_21,8,Filters A,169,222,245
73,7_10,7,Buffer tanks,131,221,246
74,1_1,1,Harvesting tanks B,139,204,250
75,3_1,3,Harvesting tanks B,100,192,252
76,7_12,7,Buffer tanks,131,225,252
77,2_14,2,Stabilization tanks,153,153,255
78,3_2,3,Harvesting tanks B,100,195,255
79,8_18,8,Harvesting tanks B,75,140,257
80,2_12,2,Microfilter,132,225,259
81,0_6,0,Buffer tanks,132,233,262
82,4_2,4,Filters A,172,228,264
83,0_9,0,Stabilization tanks,148,148,265
84,7_13,7,Stabilization tanks,131,131,266
85,0_7,0,Microfilter,145,242,269
86,4_1,4,Harvesting tanks B,147,208,270
87,0_0,0,Fermenter_2,0,171,273
88,6_5,6,Stabilization tanks,185,185,274
89,3_9,3,Stabilization tanks,188,188,277
90,0_8,0,Buffer tanks,145,252,279
91,3_5,3,Microfilter,134,227,281
92,2_11,2,Buffer tanks,145,262,281
93,1_0,1,Fermenter_1,0,123,285
94,8_11,8,Filters A,185,245,285
95,8_7,8,Filters A,185,230,289
96,3_7,3,Microfilter,134,238,292
97,3_6,3,Buffer tanks,134,239,293
98,1_5,1,Stabilization tanks,207,207,300
99,3_8,3,Buffer tanks,134,246,300
100,1_3,1,Microfilter,154,259,312
101,8_9,8,Microfilter,170,269,315
102,8_8,8,Buffer tanks,169,281,317
103,9_0,9,Fermenter_3,0,221,319
104,8_5,8,Harvesting tanks B,155,250,320
105,4_7,4,Stabilization tanks,216,216,323
106,8_22,8,Filters A,185,264,323
107,8_4,8,Harvesting tanks B,155,235,324
108,8_20,8,Harvesting tanks B,155,255,325
109,8_26,8,Filters A,185,285,325
110,8_24,8,Microfilter,170,281,327
111,8_23,8,Buffer tanks,169,293,329
112,1_4,1,Buffer tanks,154,279,332
113,4_3,4,Microfilter,172,292,336
114,8_15,8,Stabilization tanks,205,205,338
115,8_19,8,Harvesting tanks B,155,252,341
116,8_30,8,Stabilization tanks,205,205,342
117,4_4,4,Buffer tanks,172,300,344
118,8_10,8,Buffer tanks,185,317,349
119,4_5,4,Microfilter,190,312,356
120,8_13,8,Microfilter,205,315,359
121,8_25,8,Buffer tanks,185,332,364
122,8_28,8,Microfilter,205,327,371
123,8_12,8,Buffer tanks,185,329,377
124,6_0,6,Fermenter_1,0,285,378
125,8_27,8,Buffer tanks,185,344,392
126,4_6,4,Buffer tanks,190,349,393
127,8_14,8,Buffer tanks,194,364,419
128,8_29,8,Buffer tanks,194,377,432
