,instance_folder,instance_id,mode,dc
906,ubo50,25,robust,True
907,ubo50,26,robust,True
908,ubo50,27,robust,True
909,ubo50,28,robust,True
910,ubo50,29,robust,True
911,ubo50,30,robust,True
912,ubo50,31,robust,False
913,ubo50,32,robust,False
914,ubo50,33,robust,False
915,ubo50,34,robust,True
916,ubo50,35,robust,False
917,ubo50,36,robust,False
918,ubo50,37,robust,False
919,ubo50,38,robust,False
920,ubo50,39,robust,False
921,ubo50,40,robust,True
922,ubo50,41,robust,True
923,ubo50,42,robust,True
924,ubo50,43,robust,True
925,ubo50,44,robust,True
926,ubo50,45,robust,True
927,ubo50,46,robust,False
928,ubo50,47,robust,True
929,ubo50,48,robust,False
930,ubo50,49,robust,True
931,ubo100,1,robust,False
932,ubo100,2,robust,False
933,ubo100,3,robust,False
934,ubo100,4,robust,True
935,ubo100,5,robust,False
936,ubo100,6,robust,False
937,ubo100,7,robust,True
938,ubo100,8,robust,True
939,ubo100,9,robust,False
940,ubo100,10,robust,True
941,ubo100,11,robust,False
942,ubo100,12,robust,True
943,ubo100,13,robust,True
944,ubo100,14,robust,True
945,ubo100,15,robust,True
946,ubo100,16,robust,True
947,ubo100,17,robust,True
948,ubo100,18,robust,True
949,ubo100,19,robust,True
950,ubo100,20,robust,True
951,ubo100,21,robust,True
952,ubo100,22,robust,True
953,ubo100,23,robust,True
954,ubo100,24,robust,True
955,ubo100,25,robust,True
956,ubo100,26,robust,True
957,ubo100,27,robust,True
958,ubo100,28,robust,True
959,ubo100,29,robust,True
960,ubo100,30,robust,True
961,ubo100,31,robust,False
962,ubo100,32,robust,False
963,ubo100,33,robust,True
964,ubo100,34,robust,True
965,ubo100,35,robust,False
966,ubo100,36,robust,True
967,ubo100,37,robust,True
968,ubo100,38,robust,True
969,ubo100,39,robust,True
970,ubo100,40,robust,False
971,ubo100,41,robust,True
972,ubo100,42,robust,True
973,ubo100,43,robust,False
974,ubo100,44,robust,True
975,ubo100,45,robust,False
976,ubo100,46,robust,True
977,ubo100,47,robust,True
978,ubo100,48,robust,True
979,ubo100,49,robust,True
