instance_folder,instance_id,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations,mode,nb_scenarios_saa,obj_pi
j10,6,proactive_SAA_smart,60,False,inf,inf,inf,,"[0, 1, 2, 3, 6, 10, 8, 6, 1, 6, 6, 0]",SAA_smart,4,34.0
j10,7,proactive_SAA_smart,60,True,45.0,0.14058780670166016,0.0002560615539550781,"[0, 3, 28, 0, 0, 14, 40, 29, 30, 29, 0, 45]","[0, 11, 1, 5, 10, 5, 3, 5, 2, 6, 1, 0]",SAA_smart,4,40.0
j10,7,proactive_SAA_smart,60,True,45.0,0.14058780670166016,0.00021886825561523438,"[0, 3, 28, 0, 0, 14, 40, 29, 30, 29, 0, 45]","[0, 7, 1, 2, 11, 9, 3, 4, 1, 11, 3, 0]",SAA_smart,4,45.0
j10,7,proactive_SAA_smart,60,True,46.0,0.14058780670166016,0.00020933151245117188,"[0, 3, 28, 0, 0, 14, 40, 29, 30, 29, 0, 45]","[0, 10, 1, 5, 10, 7, 6, 4, 1, 7, 2, 0]",SAA_smart,4,42.0
j10,7,proactive_SAA_smart,60,True,45.0,0.14058780670166016,0.00019598007202148438,"[0, 3, 28, 0, 0, 14, 40, 29, 30, 29, 0, 45]","[0, 6, 1, 4, 11, 6, 3, 3, 2, 6, 1, 0]",SAA_smart,4,40.0
j10,7,proactive_SAA_smart,60,True,45.0,0.14058780670166016,0.0001850128173828125,"[0, 3, 28, 0, 0, 14, 40, 29, 30, 29, 0, 45]","[0, 7, 1, 2, 6, 8, 4, 3, 1, 9, 3, 0]",SAA_smart,4,43.0
j10,7,proactive_SAA_smart,60,True,46.0,0.14058780670166016,0.00020194053649902344,"[0, 3, 28, 0, 0, 14, 40, 29, 30, 29, 0, 45]","[0, 11, 1, 3, 7, 8, 6, 2, 2, 9, 1, 0]",SAA_smart,4,44.0
j10,7,proactive_SAA_smart,60,True,45.0,0.14058780670166016,0.00018906593322753906,"[0, 3, 28, 0, 0, 14, 40, 29, 30, 29, 0, 45]","[0, 8, 1, 2, 6, 8, 3, 4, 1, 10, 2, 0]",SAA_smart,4,44.0
j10,7,proactive_SAA_smart,60,True,45.0,0.14058780670166016,0.00019288063049316406,"[0, 3, 28, 0, 0, 14, 40, 29, 30, 29, 0, 45]","[0, 8, 1, 5, 8, 6, 2, 3, 3, 11, 1, 0]",SAA_smart,4,45.0
j10,7,proactive_SAA_smart,60,True,45.0,0.14058780670166016,0.00018978118896484375,"[0, 3, 28, 0, 0, 14, 40, 29, 30, 29, 0, 45]","[0, 9, 1, 3, 7, 8, 2, 2, 3, 8, 2, 0]",SAA_smart,4,42.0
j10,7,proactive_SAA_smart,60,True,45.0,0.14058780670166016,0.00024819374084472656,"[0, 3, 28, 0, 0, 14, 40, 29, 30, 29, 0, 45]","[0, 9, 1, 2, 8, 5, 2, 3, 2, 11, 1, 0]",SAA_smart,4,45.0
j10,8,proactive_SAA_smart,60,True,44.0,0.22496819496154785,0.0002422332763671875,"[0, 12, 0, 10, 23, 27, 34, 40, 34, 43, 37, 44]","[0, 11, 9, 2, 6, 4, 2, 1, 1, 1, 2, 0]",SAA_smart,4,40.0
j10,8,proactive_SAA_smart,60,True,44.0,0.22496819496154785,0.000225067138671875,"[0, 12, 0, 10, 23, 27, 34, 40, 34, 43, 37, 44]","[0, 10, 11, 2, 7, 5, 1, 3, 2, 1, 3, 0]",SAA_smart,4,41.0
j10,8,proactive_SAA_smart,60,True,44.0,0.22496819496154785,0.00018906593322753906,"[0, 12, 0, 10, 23, 27, 34, 40, 34, 43, 37, 44]","[0, 10, 9, 2, 8, 7, 2, 3, 1, 1, 1, 0]",SAA_smart,4,39.0
j10,8,proactive_SAA_smart,60,True,44.0,0.22496819496154785,0.0001900196075439453,"[0, 12, 0, 10, 23, 27, 34, 40, 34, 43, 37, 44]","[0, 7, 7, 5, 6, 4, 2, 2, 1, 1, 2, 0]",SAA_smart,4,36.0
j10,8,proactive_SAA_smart,60,True,44.0,0.22496819496154785,0.00016617774963378906,"[0, 12, 0, 10, 23, 27, 34, 40, 34, 43, 37, 44]","[0, 7, 6, 2, 7, 3, 1, 2, 2, 1, 3, 0]",SAA_smart,4,35.0
j10,8,proactive_SAA_smart,60,True,44.0,0.22496819496154785,0.00017833709716796875,"[0, 12, 0, 10, 23, 27, 34, 40, 34, 43, 37, 44]","[0, 7, 6, 4, 9, 4, 2, 1, 1, 1, 2, 0]",SAA_smart,4,35.0
j10,8,proactive_SAA_smart,60,True,44.0,0.22496819496154785,0.00018787384033203125,"[0, 12, 0, 10, 23, 27, 34, 40, 34, 43, 37, 44]","[0, 9, 10, 4, 10, 3, 2, 2, 1, 1, 1, 0]",SAA_smart,4,39.0
j10,8,proactive_SAA_smart,60,True,44.0,0.22496819496154785,0.0001900196075439453,"[0, 12, 0, 10, 23, 27, 34, 40, 34, 43, 37, 44]","[0, 10, 7, 5, 8, 5, 2, 1, 1, 1, 2, 0]",SAA_smart,4,37.0
j10,8,proactive_SAA_smart,60,True,44.0,0.22496819496154785,0.00020694732666015625,"[0, 12, 0, 10, 23, 27, 34, 40, 34, 43, 37, 44]","[0, 9, 12, 5, 11, 7, 2, 2, 2, 1, 3, 0]",SAA_smart,4,41.0
j10,8,proactive_SAA_smart,60,True,44.0,0.22496819496154785,0.00017595291137695312,"[0, 12, 0, 10, 23, 27, 34, 40, 34, 43, 37, 44]","[0, 6, 6, 4, 8, 4, 1, 3, 1, 1, 3, 0]",SAA_smart,4,35.0
j10,9,proactive_SAA_smart,60,True,51.0,0.42864012718200684,0.0002529621124267578,"[0, 2, 8, 0, 2, 13, 34, 25, 41, 27, 22, 51]","[0, 5, 10, 1, 7, 8, 3, 5, 7, 7, 5, 0]",SAA_smart,4,40.0
j10,9,proactive_SAA_smart,60,True,51.0,0.42864012718200684,0.00025010108947753906,"[0, 2, 8, 0, 2, 13, 34, 25, 41, 27, 22, 51]","[0, 6, 12, 2, 8, 9, 5, 9, 9, 7, 4, 0]",SAA_smart,4,45.0
j10,9,proactive_SAA_smart,60,True,53.0,0.42864012718200684,0.00022292137145996094,"[0, 2, 8, 0, 2, 13, 34, 25, 41, 27, 22, 51]","[0, 6, 11, 1, 8, 9, 4, 6, 12, 3, 4, 0]",SAA_smart,4,42.0
j10,9,proactive_SAA_smart,60,True,51.0,0.42864012718200684,0.00020885467529296875,"[0, 2, 8, 0, 2, 13, 34, 25, 41, 27, 22, 51]","[0, 3, 7, 2, 11, 6, 4, 5, 10, 4, 2, 0]",SAA_smart,4,40.0
j10,9,proactive_SAA_smart,60,True,53.0,0.42864012718200684,0.0002162456512451172,"[0, 2, 8, 0, 2, 13, 34, 25, 41, 27, 22, 51]","[0, 2, 11, 2, 8, 6, 3, 8, 12, 4, 3, 0]",SAA_smart,4,41.0
j10,9,proactive_SAA_smart,60,True,51.0,0.42864012718200684,0.00021600723266601562,"[0, 2, 8, 0, 2, 13, 34, 25, 41, 27, 22, 51]","[0, 5, 10, 1, 7, 8, 7, 7, 10, 3, 3, 0]",SAA_smart,4,42.0
j10,9,proactive_SAA_smart,60,True,51.0,0.42864012718200684,0.00020194053649902344,"[0, 2, 8, 0, 2, 13, 34, 25, 41, 27, 22, 51]","[0, 5, 7, 1, 6, 9, 4, 7, 8, 4, 2, 0]",SAA_smart,4,40.0
j10,9,proactive_SAA_smart,60,True,51.0,0.42864012718200684,0.000213623046875,"[0, 2, 8, 0, 2, 13, 34, 25, 41, 27, 22, 51]","[0, 3, 9, 2, 11, 9, 6, 6, 9, 3, 2, 0]",SAA_smart,4,45.0
j10,9,proactive_SAA_smart,60,True,53.0,0.42864012718200684,0.00021409988403320312,"[0, 2, 8, 0, 2, 13, 34, 25, 41, 27, 22, 51]","[0, 4, 8, 2, 7, 8, 7, 7, 12, 3, 2, 0]",SAA_smart,4,45.0
j10,9,proactive_SAA_smart,60,True,52.0,0.42864012718200684,0.00020503997802734375,"[0, 2, 8, 0, 2, 13, 34, 25, 41, 27, 22, 51]","[0, 3, 7, 2, 9, 5, 3, 9, 11, 5, 2, 0]",SAA_smart,4,42.0
j10,10,proactive_SAA_smart,60,True,39.0,0.4803810119628906,0.0002148151397705078,"[0, 0, 8, 6, 11, 11, 24, 19, 27, 16, 35, 39]","[0, 5, 1, 1, 2, 7, 2, 5, 4, 1, 3, 0]",SAA_smart,4,26.0
j10,10,proactive_SAA_smart,60,True,40.0,0.4803810119628906,0.00017833709716796875,"[0, 0, 8, 6, 11, 11, 24, 19, 27, 16, 35, 39]","[0, 6, 2, 1, 2, 7, 3, 2, 6, 1, 5, 0]",SAA_smart,4,31.0
j10,10,proactive_SAA_smart,60,True,39.0,0.4803810119628906,0.00019121170043945312,"[0, 0, 8, 6, 11, 11, 24, 19, 27, 16, 35, 39]","[0, 6, 3, 1, 2, 11, 3, 4, 8, 2, 3, 0]",SAA_smart,4,36.0
j10,10,proactive_SAA_smart,60,True,39.0,0.4803810119628906,0.00016570091247558594,"[0, 0, 8, 6, 11, 11, 24, 19, 27, 16, 35, 39]","[0, 2, 3, 1, 3, 7, 2, 5, 5, 2, 2, 0]",SAA_smart,4,30.0
j10,10,proactive_SAA_smart,60,True,39.0,0.4803810119628906,0.0001690387725830078,"[0, 0, 8, 6, 11, 11, 24, 19, 27, 16, 35, 39]","[0, 6, 2, 1, 2, 6, 2, 5, 6, 2, 2, 0]",SAA_smart,4,29.0
j10,10,proactive_SAA_smart,60,True,39.0,0.4803810119628906,0.0001761913299560547,"[0, 0, 8, 6, 11, 11, 24, 19, 27, 16, 35, 39]","[0, 5, 3, 1, 3, 7, 2, 5, 8, 1, 3, 0]",SAA_smart,4,32.0
j10,10,proactive_SAA_smart,60,True,39.0,0.4803810119628906,0.00017595291137695312,"[0, 0, 8, 6, 11, 11, 24, 19, 27, 16, 35, 39]","[0, 5, 1, 1, 4, 10, 1, 3, 7, 2, 4, 0]",SAA_smart,4,31.0
j10,10,proactive_SAA_smart,60,True,39.0,0.4803810119628906,0.00016188621520996094,"[0, 0, 8, 6, 11, 11, 24, 19, 27, 16, 35, 39]","[0, 2, 1, 1, 3, 8, 3, 3, 4, 3, 3, 0]",SAA_smart,4,28.0
j10,10,proactive_SAA_smart,60,True,39.0,0.4803810119628906,0.00017905235290527344,"[0, 0, 8, 6, 11, 11, 24, 19, 27, 16, 35, 39]","[0, 5, 3, 1, 5, 11, 1, 5, 5, 3, 2, 0]",SAA_smart,4,33.0
j10,10,proactive_SAA_smart,60,True,40.0,0.4803810119628906,0.0001609325408935547,"[0, 0, 8, 6, 11, 11, 24, 19, 27, 16, 35, 39]","[0, 2, 3, 1, 4, 7, 1, 4, 4, 1, 5, 0]",SAA_smart,4,29.0
j10,11,proactive_SAA_smart,60,True,37.0,0.23569321632385254,0.00024008750915527344,"[0, 18, 27, 0, 29, 5, 16, 9, 32, 29, 27, 37]","[0, 8, 1, 2, 4, 2, 2, 3, 2, 2, 10, 0]",SAA_smart,4,25.0
j10,11,proactive_SAA_smart,60,True,38.0,0.23569321632385254,0.00019311904907226562,"[0, 18, 27, 0, 29, 5, 16, 9, 32, 29, 27, 37]","[0, 9, 1, 3, 5, 1, 1, 5, 6, 1, 8, 0]",SAA_smart,4,35.0
j10,11,proactive_SAA_smart,60,True,37.0,0.23569321632385254,0.00018477439880371094,"[0, 18, 27, 0, 29, 5, 16, 9, 32, 29, 27, 37]","[0, 9, 2, 4, 5, 1, 2, 4, 3, 3, 6, 0]",SAA_smart,4,34.0
j10,11,proactive_SAA_smart,60,True,37.0,0.23569321632385254,0.0001850128173828125,"[0, 18, 27, 0, 29, 5, 16, 9, 32, 29, 27, 37]","[0, 6, 2, 5, 4, 2, 1, 7, 3, 1, 6, 0]",SAA_smart,4,27.0
j10,11,proactive_SAA_smart,60,True,37.0,0.23569321632385254,0.00018477439880371094,"[0, 18, 27, 0, 29, 5, 16, 9, 32, 29, 27, 37]","[0, 8, 2, 4, 4, 1, 1, 6, 3, 2, 9, 0]",SAA_smart,4,27.0
j10,11,proactive_SAA_smart,60,True,37.0,0.23569321632385254,0.0001957416534423828,"[0, 18, 27, 0, 29, 5, 16, 9, 32, 29, 27, 37]","[0, 9, 1, 3, 6, 1, 1, 7, 2, 2, 9, 0]",SAA_smart,4,35.0
j10,11,proactive_SAA_smart,60,True,37.0,0.23569321632385254,0.00017786026000976562,"[0, 18, 27, 0, 29, 5, 16, 9, 32, 29, 27, 37]","[0, 6, 1, 5, 3, 1, 2, 5, 4, 2, 6, 0]",SAA_smart,4,26.0
j10,11,proactive_SAA_smart,60,True,37.0,0.23569321632385254,0.00021982192993164062,"[0, 18, 27, 0, 29, 5, 16, 9, 32, 29, 27, 37]","[0, 6, 2, 5, 7, 2, 2, 4, 5, 3, 6, 0]",SAA_smart,4,27.0
j10,11,proactive_SAA_smart,60,True,39.0,0.23569321632385254,0.00019812583923339844,"[0, 18, 27, 0, 29, 5, 16, 9, 32, 29, 27, 37]","[0, 5, 1, 4, 4, 2, 2, 7, 4, 3, 12, 0]",SAA_smart,4,28.0
j10,11,proactive_SAA_smart,60,True,38.0,0.23569321632385254,0.00019979476928710938,"[0, 18, 27, 0, 29, 5, 16, 9, 32, 29, 27, 37]","[0, 5, 1, 5, 4, 2, 2, 6, 2, 1, 11, 0]",SAA_smart,4,26.0
j10,13,proactive_SAA_smart,60,True,44.0,0.3518960475921631,0.000270843505859375,"[0, 0, 0, 10, 3, 5, 16, 35, 28, 23, 9, 44]","[0, 2, 7, 10, 2, 1, 7, 9, 11, 6, 1, 0]",SAA_smart,4,35.0
j10,13,proactive_SAA_smart,60,True,44.0,0.3518960475921631,0.00023603439331054688,"[0, 0, 0, 10, 3, 5, 16, 35, 28, 23, 9, 44]","[0, 1, 5, 10, 6, 1, 12, 7, 8, 10, 1, 0]",SAA_smart,4,38.0
j10,13,proactive_SAA_smart,60,True,44.0,0.3518960475921631,0.0002338886260986328,"[0, 0, 0, 10, 3, 5, 16, 35, 28, 23, 9, 44]","[0, 3, 6, 10, 5, 1, 10, 8, 10, 11, 1, 0]",SAA_smart,4,40.0
j10,13,proactive_SAA_smart,60,True,44.0,0.3518960475921631,0.000225067138671875,"[0, 0, 0, 10, 3, 5, 16, 35, 28, 23, 9, 44]","[0, 3, 6, 10, 3, 1, 7, 6, 12, 11, 1, 0]",SAA_smart,4,38.0
j10,13,proactive_SAA_smart,60,True,44.0,0.3518960475921631,0.00020313262939453125,"[0, 0, 0, 10, 3, 5, 16, 35, 28, 23, 9, 44]","[0, 2, 5, 11, 3, 1, 7, 6, 10, 7, 1, 0]",SAA_smart,4,35.0
j10,13,proactive_SAA_smart,60,True,44.0,0.3518960475921631,0.00022482872009277344,"[0, 0, 0, 10, 3, 5, 16, 35, 28, 23, 9, 44]","[0, 1, 4, 11, 5, 1, 8, 7, 6, 12, 1, 0]",SAA_smart,4,36.0
j10,13,proactive_SAA_smart,60,True,44.0,0.3518960475921631,0.00021409988403320312,"[0, 0, 0, 10, 3, 5, 16, 35, 28, 23, 9, 44]","[0, 3, 5, 7, 5, 1, 10, 6, 7, 9, 1, 0]",SAA_smart,4,37.0
j10,13,proactive_SAA_smart,60,True,44.0,0.3518960475921631,0.00020503997802734375,"[0, 0, 0, 10, 3, 5, 16, 35, 28, 23, 9, 44]","[0, 1, 6, 10, 2, 1, 11, 9, 7, 8, 1, 0]",SAA_smart,4,37.0
j10,13,proactive_SAA_smart,60,True,44.0,0.3518960475921631,0.0002028942108154297,"[0, 0, 0, 10, 3, 5, 16, 35, 28, 23, 9, 44]","[0, 1, 8, 7, 4, 1, 8, 7, 6, 12, 1, 0]",SAA_smart,4,36.0
j10,13,proactive_SAA_smart,60,True,46.0,0.3518960475921631,0.00022125244140625,"[0, 0, 0, 10, 3, 5, 16, 35, 28, 23, 9, 44]","[0, 2, 7, 12, 6, 1, 9, 11, 7, 9, 1, 0]",SAA_smart,4,41.0
j10,14,proactive_SAA_smart,60,False,inf,inf,inf,,"[0, 2, 9, 6, 1, 3, 6, 5, 11, 6, 2, 0]",SAA_smart,4,33.0
j10,14,proactive_SAA_smart,60,False,inf,inf,inf,,"[0, 2, 10, 6, 1, 4, 7, 6, 11, 8, 2, 0]",SAA_smart,4,33.0
j10,14,proactive_SAA_smart,60,False,inf,inf,inf,,"[0, 1, 8, 6, 1, 5, 9, 3, 7, 6, 4, 0]",SAA_smart,4,31.0
j10,14,proactive_SAA_smart,60,False,inf,inf,inf,,"[0, 2, 7, 3, 1, 4, 6, 2, 10, 7, 2, 0]",SAA_smart,4,32.0
j10,14,proactive_SAA_smart,60,False,inf,inf,inf,,"[0, 1, 11, 5, 1, 5, 6, 2, 9, 11, 3, 0]",SAA_smart,4,31.0
j10,14,proactive_SAA_smart,60,False,inf,inf,inf,,"[0, 2, 9, 6, 1, 3, 6, 5, 10, 8, 2, 0]",SAA_smart,4,32.0
j10,14,proactive_SAA_smart,60,False,inf,inf,inf,,"[0, 1, 11, 5, 1, 4, 7, 2, 10, 7, 5, 0]",SAA_smart,4,32.0
