,Enzyme name,Fermenter,Enzyme,Stab,MF,Equipment_type,Machine,Start use,End use,Claim time,Release time,Duration use,Duration claim
1219,MAX,2,4631,100.0,100.0,Fermenter,V140,16814.0,16927.719167,16814.0,16938.719167,113.71916699999929,124.71916699999929
1220,MAX,2,4631,100.0,100.0,F+L,V25-26-27,16927.49449,16928.280667,16927.494212,16928.280667,0.7861769999981334,0.7864549999976589
1221,MAX,2,4631,100.0,100.0,UF,UF8/9,16914.039596,16970.872819,16909.0,16970.872819,56.83322300000145,61.87281900000016
1222,MAX,2,4631,100.0,100.0,F+L,V18-19-20,16909.0,16970.872819,16909.0,16970.872819,61.87281900000016,61.87281900000016
1223,MAX,2,4631,100.0,100.0,UF,UF11/12,16923.286841,16980.120064,16918.247245,16980.120064,56.833222999997815,61.87281900000016
1224,MAX,2,4631,100.0,100.0,F+L,V21-22-23,16918.247245,16980.120064,16918.246967,16980.120064,61.87281900000016,61.87309699999969
1225,MAX,2,4631,100.0,100.0,UF,UF14/15,16927.719112,16955.314558,16927.49449,16955.314558,27.595445999999356,27.820067999997264
1226,MAX,2,4631,100.0,100.0,F+L,V28-29-30,16927.719167,16955.314558,16927.719167,16955.314558,27.595390999998926,27.595390999998926
1227,MAX,2,4631,100.0,100.0,V300,V301,16928.280667,17062.872814,16928.280667,17063.872814,134.5921469999994,135.5921469999994
1228,MAX,2,4631,100.0,100.0,V300,V302,16980.120064,17072.12006,16980.120064,17073.120059,91.99999600000228,92.99999500000195
1229,FDA,2,4643,0.0,0.0,Harvest tank V01,V01A,16976.0,17022.30543,16960.6,17022.30543,46.30543000000034,61.7054300000018
1230,FDA,2,4643,0.0,0.0,Fermenter,V140,16822.0,16976.0,16814.0,16985.0,154.0,171.0
1231,FDA,2,4643,0.0,0.0,FAM,FAM1,16986.0,17022.30543,16986.0,17022.30543,36.30543000000034,36.30543000000034
1232,FDA,2,4643,0.0,0.0,UF,UF8/9,16989.729752,17029.724879,16986.0,17029.724879,39.99512700000196,43.72487900000124
1233,FDA,2,4643,0.0,0.0,F+L,V18-19-20,16986.0,17029.724879,16986.0,17029.724879,43.72487900000124,43.72487900000124
1234,FDA,2,4643,0.0,0.0,UF,UF11/12,17007.882606,17047.877733,17004.152854,17047.877733,39.99512700000196,43.72487900000124
1235,FDA,2,4643,0.0,0.0,F+L,V21-22-23,17004.152854,17047.877733,17004.152576,17047.877733,43.72487900000124,43.72515700000076
1236,FDA,2,4643,0.0,0.0,V300,V301,17029.724879,17135.877724,17029.724879,17136.877724,106.15284500000053,107.15284500000053
1237,PNR,2,4625,100.0,0.0,Harvest tank V01,V01F,16873.0,16899.052963,16867.9,16899.052963,26.05296299999827,31.152962999996817
1238,PNR,2,4625,100.0,0.0,Fermenter,V140,16822.0,16873.0,16814.0,16880.0,51.0,66.0
1239,PNR,2,4625,100.0,0.0,FAM,FAM1,16878.0,16899.052963,16878.0,16899.052963,21.05296299999827,21.05296299999827
1240,PNR,2,4625,100.0,0.0,UF,UF8/9,16881.878116,16909.374496,16878.0,16909.374496,27.4963800000005,31.374496000000363
1241,PNR,2,4625,100.0,0.0,F+L,V18-19-20,16878.0,16909.374496,16878.0,16909.374496,31.374496000000363,31.374496000000363
1242,PNR,2,4625,100.0,0.0,UF,UF11/12,16892.404736,16919.901116,16888.52662,16919.901116,27.4963800000005,31.374496000000363
1243,PNR,2,4625,100.0,0.0,F+L,V21-22-23,16888.52662,16919.901116,16888.526342,16919.901116,31.374496000000363,31.37477399999989
1244,PNR,2,4625,100.0,0.0,V300,V301,16909.374496,17011.901107,16909.374496,17012.901107,102.52661100000114,103.52661100000114
1245,FUM,3,26696,0.0,100.0,Harvest tank V01,V01A,17069.0,17167.216371,17054.0,17167.216371,98.21637099999862,113.21637099999862
1246,FUM,3,26696,0.0,100.0,Fermenter,V200,16919.0,17069.0,16919.0,17084.0,150.0,165.0
1247,FUM,3,26696,0.0,100.0,MF,MF1,17069.0,17167.216371,17069.0,17167.216371,98.21637099999862,98.21637099999862
1248,FUM,3,26696,0.0,100.0,UF,UF8/9,17071.39071,17193.466341,17069.0,17193.466341,122.0756309999997,124.46634099999937
1249,FUM,3,26696,0.0,100.0,F+L,V18-19-20,17069.0,17193.466341,17069.0,17193.466341,124.46634099999937,124.46634099999937
1250,FUM,3,26696,0.0,100.0,V300,V301,17193.466341,17281.466332,17193.466341,17282.466332,87.99999100000059,88.99999100000059
1265,GPP,3,17235,100.0,0.0,Fermenter,V200,16919.0,16998.0,16919.0,17021.0,79.0,102.0
1266,GPP,3,17235,100.0,0.0,Harvest tank V01,V01A,16998.0,17077.046225,16990.1,17077.046225,79.04622499999823,86.94622499999969
1267,GPP,3,17235,100.0,0.0,Harvest tank V01,V01B,16998.0,17068.647177,16990.1,17068.647177,70.64717699999892,78.54717700000037
1268,GPP,3,17235,100.0,0.0,FAM,FAM1,17037.999998,17077.046225,17035.999998,17077.046225,39.04622699999891,41.04622699999891
1269,GPP,3,17235,100.0,0.0,FAM,FAM2,17037.999999,17068.647177,17035.999999,17068.647177,30.647177999999258,32.64717799999926
1270,GPP,3,17235,100.0,0.0,UF,UF8/9,17042.540175,17091.877636,17037.999998,17091.877636,49.337461000002804,53.87763800000175
1271,GPP,3,17235,100.0,0.0,F+L,V18-19-20,17037.999998,17091.877636,17035.999998,17091.877636,53.87763800000175,55.87763800000175
1272,GPP,3,17235,100.0,0.0,UF,UF11/12,17042.540176,17064.938805,17037.999999,17064.938805,22.398629000002984,26.938806000001932
1273,GPP,3,17235,100.0,0.0,F+L,V21-22-23,17037.999999,17064.938805,17035.999999,17064.938805,26.938806000001932,28.938806000001932
1274,GPP,3,17235,100.0,0.0,UF,UF14/15,17052.702056,17075.100685,17050.10767,17075.100685,22.398629000002984,24.993015000000014
1275,GPP,3,17235,100.0,0.0,F+L,V25-26-27,17050.10767,17075.100685,17050.107392,17075.100685,24.993015000000014,24.99329299999954
1276,GPP,3,17235,100.0,0.0,UF,UF7,17054.647848,17077.046477,17050.107671,17077.046477,22.398628999999346,26.938805999998294
1277,GPP,3,17235,100.0,0.0,F+L,V28-29-30,17050.107671,17077.046477,17050.107393,17077.046477,26.938805999998294,26.939084000001458
1278,GPP,3,17235,100.0,0.0,V300,V301,17050.107671,17183.877631,17050.107671,17184.877631,133.7699599999978,134.7699599999978
1279,TAN,3,13133,0.0,0.0,Fermenter,V200,16919.0,17015.0,16919.0,17025.0,96.0,106.0
1280,TAN,3,13133,0.0,0.0,Harvest tank V01,V01A,17015.0,17063.704873,17005.4,17063.704873,48.70487299999877,58.304872999997315
1281,TAN,3,13133,0.0,0.0,Harvest tank V01,V01B,17015.0,17072.964556,17005.4,17072.964556,57.96455599999899,67.56455599999754
1282,TAN,3,13133,0.0,0.0,FAM,FAM1,17036.999999,17063.704873,17036.199999,17063.704873,26.70487399999911,27.50487399999838
1283,TAN,3,13133,0.0,0.0,FAM,FAM2,17037.0,17072.964556,17036.2,17072.964556,35.96455599999899,36.764555999998265
1284,TAN,3,13133,0.0,0.0,UF,UF8/9,17040.551658,17073.118972,17036.999999,17073.118972,32.5673139999999,36.11897300000055
1285,TAN,3,13133,0.0,0.0,F+L,V18-19-20,17036.999999,17073.118972,17036.199999,17073.118972,36.11897300000055,36.91897299999982
1286,TAN,3,13133,0.0,0.0,UF,UF11/12,17040.551658,17073.118974,17037.0,17073.118974,32.567316000000574,36.11897400000089
1287,TAN,3,13133,0.0,0.0,F+L,V21-22-23,17037.0,17073.118974,17036.2,17073.118974,36.11897400000089,36.91897400000016
1288,TAN,3,13133,0.0,0.0,UF,UF14/15,17049.707631,17082.274946,17047.678112,17082.274946,32.567315000000235,34.596833999999944
1289,TAN,3,13133,0.0,0.0,F+L,V25-26-27,17047.678112,17082.274946,17047.677835,17082.274946,34.596833999999944,34.59711100000277
1290,TAN,3,13133,0.0,0.0,UF,UF7,17051.229772,17083.797087,17047.678113,17083.797087,32.567315000000235,36.11897399999725
1291,TAN,3,13133,0.0,0.0,F+L,V28-29-30,17047.678113,17083.797087,17047.677835,17083.797087,36.11897399999725,36.119252000000415
1292,TAN,3,13133,0.0,0.0,V300,V301,17047.678113,17171.797079,17047.678113,17172.797078,124.11896599999818,125.11896499999784
1293,ASP,4,9973,0.0,0.0,Fermenter,V218,16938.0,17049.0,16938.0,17057.0,111.0,119.0
1294,ASP,4,9973,0.0,0.0,Harvest tank V01,V01A,17049.0,17098.333358,17037.9,17098.333358,49.33335799999986,60.43335799999841
1295,ASP,4,9973,0.0,0.0,Harvest tank V01,V01B,17049.0,17098.33336,17037.9,17098.33336,49.33336000000054,60.433359999999084
1296,ASP,4,9973,0.0,0.0,FAM,FAM1,17072.0,17098.333358,17072.0,17098.333358,26.333357999999862,26.333357999999862
1297,ASP,4,9973,0.0,0.0,FAM,FAM2,17072.0,17098.33336,17072.0,17098.33336,26.33336000000054,26.33336000000054
1298,ASP,4,9973,0.0,0.0,UF,UF8/9,17078.14035,17126.172347,17072.0,17126.172347,48.03199699999823,54.17234699999972
1299,ASP,4,9973,0.0,0.0,F+L,V18-19-20,17072.0,17126.172347,17072.0,17126.172347,54.17234699999972,54.17234699999972
1300,ASP,4,9973,0.0,0.0,UF,UF11/12,17078.14035,17126.172349,17072.0,17126.172349,48.031998999998905,54.172349000000395
1301,ASP,4,9973,0.0,0.0,F+L,V21-22-23,17072.0,17126.172349,17072.0,17126.172349,54.172349000000395,54.172349000000395
1302,ASP,4,9973,0.0,0.0,V300,V301,17126.172347,17214.17234,17126.172347,17215.17234,87.99999300000127,88.99999300000127
1303,EDP,4,11901,100.0,0.0,Harvest tank E,E2,17030.0,17040.1,17010.0,17040.1,10.099999999998545,30.099999999998545
1304,EDP,4,11901,100.0,0.0,Harvest tank E,E1,17010.0,17080.0,17010.0,17080.0,70.0,70.0
1305,EDP,4,11901,100.0,0.0,Harvest tank V01,V01A,17080.0,17112.979359,17010.0,17112.979359,32.97935900000084,102.97935900000084
1306,EDP,4,11901,100.0,0.0,Harvest tank V01,V01B,17090.0,17180.258809,17074.8,17180.258809,90.25880899999902,105.45880899999975
1307,EDP,4,11901,100.0,0.0,FAM,FAM1,17086.999999,17112.979359,17086.299999,17112.979359,25.97936000000118,26.679360000001907
1308,EDP,4,11901,100.0,0.0,Fermenter,V218,16938.0,17090.0,16938.0,17105.0,152.0,167.0
1309,EDP,4,11901,100.0,0.0,FAM,FAM2,17097.0,17180.258809,17096.3,17180.258809,83.25880899999902,83.95880899999975
1310,EDP,4,11901,100.0,0.0,F+L,V25-26-27,17102.488379,17206.300446,17102.488101,17206.300446,103.81206700000257,103.8123450000021
1311,EDP,4,11901,100.0,0.0,UF,UF8/9,17090.639115,17148.060985,17086.999999,17148.060985,57.42186999999831,61.06098600000041
1312,EDP,4,11901,100.0,0.0,F+L,V18-19-20,17086.999999,17148.060985,17086.299999,17148.060985,61.06098600000041,61.76098600000114
1313,EDP,4,11901,100.0,0.0,UF,UF11/12,17100.639115,17158.060988,17097.0,17158.060988,57.42187299999932,61.06098800000109
1314,EDP,4,11901,100.0,0.0,F+L,V21-22-23,17097.0,17158.060988,17096.3,17158.060988,61.06098800000109,61.76098800000182
1315,EDP,4,11901,100.0,0.0,UF,UF14/15,17104.567873,17161.989745,17102.488379,17161.989745,57.421871999998984,59.50136600000042
1316,EDP,4,11901,100.0,0.0,F+L,V28-29-30,17112.488379,17161.989745,17112.488101,17161.989745,49.50136600000042,49.50164399999994
1317,EDP,4,11901,100.0,0.0,UF,UF7,17148.878573,17206.300446,17146.799079,17206.300446,57.42187299999932,59.501367000000755
1318,EDP,4,11901,100.0,0.0,V300,V301,17139.020996,17298.300442,17139.020996,17299.300441,159.27944600000046,160.27944500000012
1319,EDX,4,4681,0.0,0.0,Harvest tank E,E2,17002.0,17007.1,16990.0,17007.1,5.099999999998545,17.099999999998545
1320,EDX,4,4681,0.0,0.0,Harvest tank V01,V01A,17024.0,17083.455576,16990.0,17083.455576,59.45557600000029,93.45557600000029
1321,EDX,4,4681,0.0,0.0,FAM,FAM1,17024.0,17063.227955,17024.0,17063.227955,39.227954999998474,39.227954999998474
1322,EDX,4,4681,0.0,0.0,F+L,V21-22-23,17037.246895,17083.846361,17037.246617,17083.846361,46.599465999999666,46.59974399999919
1323,EDX,4,4681,0.0,0.0,UF,UF8/9,17027.386884,17083.846361,17024.0,17083.846361,56.459477000000334,59.84636099999989
1324,EDX,4,4681,0.0,0.0,F+L,V18-19-20,17024.0,17093.791798,17024.0,17093.791798,69.79179799999838,69.79179799999838
1325,EDX,4,4681,0.0,0.0,Harvest tank V01,V01B,17031.0,17063.227955,16990.0,17063.227955,32.227954999998474,73.22795499999847
1326,EDX,4,4681,0.0,0.0,Harvest tank E,E1,16990.0,17051.0,16990.0,17051.0,61.0,61.0
1327,EDX,4,4681,0.0,0.0,F+L,V25-26-27,17061.18999,17066.42681,17061.189712,17066.42681,5.236820000001899,5.237098000001424
1328,EDX,4,4681,0.0,0.0,Fermenter,V218,16938.0,17059.0,16938.0,17066.0,121.0,128.0
1329,EDX,4,4681,0.0,0.0,UF,UF11/12,17040.3038,17070.894174,17037.246895,17070.894174,30.59037399999943,33.64727900000071
1330,EDX,4,4681,0.0,0.0,FAM,FAM2,17059.0,17083.455576,17059.0,17083.455576,24.455576000000292,24.455576000000292
1331,EDX,4,4681,0.0,0.0,UF,UF14/15,17063.125353,17093.791798,17061.18999,17093.791798,30.66644499999893,32.60180799999944
1332,EDX,4,4681,0.0,0.0,V300,V301,17045.255986,17181.791795,17045.255986,17182.791795,136.53580900000088,137.53580900000088
1333,PLA,4,4778,100.0,0.0,Harvest tank E,E2,17036.0,17054.1,17013.0,17054.1,18.099999999998545,41.099999999998545
1334,PLA,4,4778,100.0,0.0,Harvest tank E,E1,17013.0,17094.0,17013.0,17094.0,81.0,81.0
1335,PLA,4,4778,100.0,0.0,Harvest tank V01,V01A,17094.0,17129.922761,17013.0,17129.922761,35.92276100000163,116.92276100000163
1336,PLA,4,4778,100.0,0.0,Fermenter,V218,16938.0,17110.0,16938.0,17118.0,172.0,180.0
1337,PLA,4,4778,100.0,0.0,Harvest tank V01,V01B,17110.0,17182.097897,17092.8,17182.097897,72.09789699999965,89.29789700000038
1338,PLA,4,4778,100.0,0.0,Harvest tank V01,V01C,17110.0,17163.035744,17092.8,17163.035744,53.035744000000705,70.23574400000143
1339,PLA,4,4778,100.0,0.0,FAM,FAM1,17107.999998,17129.922761,17106.599999,17129.922761,21.922763000002305,23.322762000003422
1340,PLA,4,4778,100.0,0.0,FAM,FAM2,17123.999999,17182.097897,17122.599999,17182.097897,58.09789799999999,59.49789800000144
1341,PLA,4,4778,100.0,0.0,F+L,V18-19-20,17107.999998,17142.845809,17106.599999,17142.845809,34.84581099999923,36.24581000000035
1342,PLA,4,4778,100.0,0.0,UF,UF8/9,17110.875348,17154.435101,17107.999998,17154.435101,43.55975299999773,46.4351029999998
1343,PLA,4,4778,100.0,0.0,F+L,V21-22-23,17123.999999,17154.435101,17122.599999,17154.435101,30.43510199999946,31.835102000000916
1344,PLA,4,4778,100.0,0.0,FAM,FAM3,17123.999999,17163.035744,17122.599999,17163.035744,39.03574500000104,40.4357450000025
1345,PLA,4,4778,100.0,0.0,F+L,V25-26-27,17123.999999,17170.420331,17122.599999,17170.420331,46.42033200000151,47.82033200000296
1346,PLA,4,4778,100.0,0.0,UF,UF11/12,17142.845809,17186.405562,17142.845809,17186.405562,43.559753000001365,43.559753000001365
1347,PLA,4,4778,100.0,0.0,F+L,V28-29-30,17131.736065,17186.405562,17131.735787,17186.405562,54.669496999998955,54.66977499999848
1348,PLA,4,4778,100.0,0.0,V300,V301,17142.845809,17278.405558,17142.845809,17279.405558,135.559749,136.559749
